cell_type_imm_custom	gene	p_val	avg_logFC	pct.1	pct.2	p_val_adj
Tconv	CFAP20	0.1325332368883236	0.02837577400665099	0.101	0.09	1
Tconv	GADD45G	0.1336547070887904	0.06996452834878972	0.113	0.103	1
Tconv	RPS6KA5	0.13460893038913663	-0.019803379090762713	0.158	0.173	1
Tconv	TMEM156	0.1371847969447953	0.028493045999627375	0.109	0.099	1
Tconv	RGS10	0.13825177710305434	2.506208025080392e-4	0.4	0.443	1
Tconv	ITPKB	0.13903198114861473	-0.0028845225377589906	0.092	0.106	1
Tconv	IER5L	0.13970391600392668	0.05363457737385702	0.177	0.166	1
Tconv	CFLAR	0.14034216134647648	0.028452773466573822	0.322	0.307	1
Tconv	CYLD	0.14099907931763414	0.032444252097281356	0.173	0.162	1
Tconv	FOSB	0.1417932991618559	-0.06704384299345278	0.877	0.832	1
Tconv	ICE2	0.14453241648430207	0.0330441713078279	0.111	0.101	1
Tconv	H2AFY	0.14659261398881726	-0.016499005604151795	0.2	0.218	1
Tconv	CLEC2B	0.14663671373374046	0.08509521773361606	0.404	0.408	1
Tconv	FAM49B	0.14768249007041775	0.052118682482831025	0.238	0.234	1
Tconv	SEPT7	0.14868426255222425	-0.007248736525328536	0.548	0.583	1
Tconv	IFNGR1	0.14942865489133797	-0.014805996187211679	0.164	0.18	1
Tconv	TSC22D3	0.149768086519282	-0.07091997151955809	0.91	0.912	1
Tconv	TBC1D4	0.15114379593510804	-0.010319668387795827	0.122	0.137	1
Tconv	CARD16	0.15228641812090457	-0.004458250831473498	0.182	0.201	1
Tconv	CTSC	0.1527503600718467	0.05348111130328681	0.141	0.133	1
Tconv	RFLNB	0.15392470309280423	0.002386007988153249	0.123	0.139	1
Tconv	LYSMD2	0.15585470672001647	0.04050135033284069	0.135	0.127	1
Tconv	ITGA4	0.15719712236438788	0.004360096145723413	0.183	0.205	1
Tconv	GIMAP4	0.1580280127430406	0.05326647196653822	0.341	0.338	1
Tconv	SH3BGRL	0.16162612597380713	-0.004276492239737195	0.314	0.341	1
Tconv	SAMHD1	0.16277710366638443	0.05326463161941197	0.204	0.198	1
Tconv	RAN	0.16346492153206788	0.03379168109174069	0.534	0.533	1
Tconv	SRSF7	0.16362672374321807	0.06444750372282815	0.564	0.561	1
Tconv	ARGLU1	0.16403059109035992	-0.05343502371739406	0.53	0.541	1
Tconv	RPAP2	0.16709883783251872	0.003435947007706608	0.141	0.158	1
Tconv	SRM	0.16936370073841625	0.0029937135809324777	0.109	0.123	1
Tconv	SUSD6	0.17002329527574886	0.0315714133073757	0.112	0.102	1
Tconv	CHD6	0.1705909003873703	-0.00885847713556176	0.157	0.172	1
Tconv	ARRDC3	0.17141345659490695	0.061035886433439046	0.177	0.168	1
Tconv	TMX4	0.17154977758315343	0.001512988397411763	0.195	0.216	1
Tconv	RASGRP2	0.1724473506697541	0.004077173322024702	0.111	0.126	1
Tconv	OSTF1	0.17264277627882849	0.06641803477205904	0.3	0.303	1
Tconv	PSIP1	0.17288058703390824	-0.006389898317895049	0.254	0.278	1
Tconv	CD47	0.17347096272100385	0.03677839660571458	0.412	0.407	1
Tconv	ABHD17A	0.17354458846663764	-0.00980439211550832	0.178	0.195	1
Tconv	SNX2	0.176341467583989	-7.9950984183072e-4	0.113	0.127	1
Tconv	AGO3	0.1798507184109223	0.024284688090093903	0.112	0.103	1
Tconv	MYLIP	0.1804267469116118	0.050913755645762504	0.255	0.249	1
Tconv	KIAA0232	0.18118624235394223	0.009261896766519895	0.113	0.101	1
Tconv	KRAS	0.1836255397162233	0.028409842355623993	0.211	0.2	1
Tconv	NMRK1	0.18848935692041405	0.04931352498256128	0.17	0.164	1
Tconv	AL121944.1	0.18970594405965385	0.0020134742257171823	0.237	0.258	1
Tconv	TRAF3IP3	0.19073431815105324	0.008039086753369368	0.154	0.172	1
Tconv	ATP6V0E2	0.19123605415057482	0.006137958451450598	0.098	0.111	1
Tconv	CBX5	0.1923958717253466	-0.012654532859937312	0.143	0.157	1
Tconv	GADD45GIP1	0.1928181198851815	0.04738626789882122	0.24	0.234	1
Tconv	RNF19A	0.19474042688929213	-0.03069362275347287	0.333	0.349	1
Tconv	IL27RA	0.19608383168593405	0.0038365972828172945	0.148	0.164	1
Tconv	CCNI	0.19696277764804315	-0.03317486147328119	0.764	0.759	1
Tconv	IQGAP2	0.19733208706986075	0.0027644256478077667	0.266	0.287	1
Tconv	ZNF831	0.1975381353442538	0.00810422241790551	0.119	0.135	1
Tconv	VPS13C	0.1978142441018858	0.02541754088361725	0.326	0.316	1
Tconv	FNBP1	0.19857121159059574	0.0217156074994167	0.449	0.442	1
Tconv	PNN	0.20004837589799307	-0.02730861261787515	0.312	0.331	1
Tconv	ITPR2	0.20020831040352538	0.02849511726138823	0.121	0.112	1
Tconv	DNMT1	0.20220596678570343	0.04267180556443398	0.182	0.176	1
Tconv	C16orf54	0.20242167051939866	0.03446586098939408	0.127	0.119	1
Tconv	MED29	0.20585557956238976	-0.012476705031016083	0.138	0.151	1
Tconv	DUSP1	0.20878527742111483	0.010542954736560972	0.851	0.853	1
Tconv	AP002387.2	0.21011786865487114	0.03372873363044737	0.103	0.095	1
Tconv	DDHD1	0.21016947221197352	-0.0019299188225702368	0.106	0.119	1
Tconv	SNRPD1	0.2134753800503261	0.009495388459210302	0.127	0.143	1
Tconv	PIK3IP1	0.21464399383602675	0.0017823502887442944	0.407	0.399	1
Tconv	MRPL1	0.21669102568391266	-0.03619900881977156	0.181	0.196	1
Tconv	RHOH	0.2179959751959081	-0.019407575419575607	0.347	0.367	1
Tconv	SMCHD1	0.2181950352426432	-0.03424268406174147	0.489	0.504	1
Tconv	RBBP6	0.2209095367200276	0.04653291299702722	0.244	0.238	1
Tconv	MIA3	0.22247284841816312	0.022108001670682748	0.147	0.137	1
Tconv	EIF2S2	0.22318364322998682	0.03728413709096845	0.276	0.268	1
Tconv	TNFSF13B	0.22411047585809818	0.05476566499948826	0.182	0.175	1
Tconv	UGCG	0.22462025200568753	0.042523284030384856	0.144	0.137	1
Tconv	SKAP1	0.2273626087036359	-0.003682183877608991	0.318	0.347	1
Tconv	RNF125	0.22794548975210496	0.018797826829108688	0.228	0.252	1
Tconv	KMT2A	0.22802165594123766	0.04004319263028416	0.295	0.289	1
Tconv	ADD3	0.229472467071114	-0.008672119223368968	0.207	0.223	1
Tconv	EVI2B	0.23185795640599574	4.8451496982560016e-4	0.315	0.338	1
Tconv	TIGIT	0.23215448240048228	-0.0057287994989296265	0.114	0.126	1
Tconv	RIPOR2	0.23235639615326945	0.00708082309126179	0.106	0.119	1
Tconv	HECA	0.23252021994214184	0.005221137665078646	0.3	0.328	1
Tconv	PCM1	0.2325771653518892	0.031246872710521234	0.306	0.297	1
Tconv	SET	0.2365824657047077	0.034376564196762716	0.472	0.462	1
Tconv	DOCK8	0.23804591417859772	0.048326932278520085	0.252	0.251	1
Tconv	STK10	0.23946356538344724	0.04370793420749253	0.219	0.215	1
Tconv	RAP1A	0.2396850176934987	0.037400126098333986	0.4	0.401	1
Tconv	AHI1	0.241420648923893	0.03998239773883078	0.174	0.166	1
Tconv	SNRPF	0.24174427691903158	-0.004728756448280191	0.307	0.331	1
Tconv	B2M	0.24364295848356007	-0.01747567618547019	0.642	0.666	1
Tconv	TGIF1	0.24398843352163002	0.013843148984036407	0.165	0.154	1
Tconv	SNX9	0.24455260010179367	0.02415092473335645	0.142	0.133	1
Tconv	POLR3GL	0.24497923644831734	0.03976962564577258	0.208	0.203	1
Tconv	PDIA6	0.24657649656497083	0.012958000154091043	0.284	0.269	1
Tconv	AC044849.1	0.24789050787400016	0.04804090071214545	0.287	0.288	1
Tconv	ARHGEF3	0.25085264903392823	0.005259111305005809	0.126	0.14	1
Tconv	HNRNPU	0.2516039193780684	-0.04276931526532546	0.476	0.491	1
Tconv	RFC1	0.2523856554136871	-0.0010009706036313015	0.177	0.192	1
Tconv	AC114760.2	0.25392165630959423	0.013103076498764271	0.091	0.103	1
Tconv	ZNF622	0.2544078945676256	0.01983593518824414	0.138	0.129	1
Tconv	IRF2	0.2555468178356716	0.003672381474999764	0.191	0.208	1
Tconv	ACTR2	0.25837847799150565	0.039686138490586	0.456	0.452	1
Tconv	CNN2	0.25927644886900736	0.025577726446112142	0.184	0.177	1
Tconv	AP1S2	0.26017983280878054	0.026126872461509923	0.102	0.095	1
Tconv	NCKAP1L	0.260661043752278	0.042182110654423455	0.159	0.154	1
Tconv	NUDT1	0.26068249178629116	0.016497265948997197	0.106	0.119	1
Tconv	CD5	0.263566496177009	0.043328049373095257	0.172	0.167	1
Tconv	RCAN3	0.2647185566672502	0.00816411255381222	0.194	0.214	1
Tconv	ARL4A	0.2650704509804638	0.024485829810382886	0.3	0.291	1
Tconv	ANKRD12	0.268805049532486	-0.03272786460758126	0.75	0.775	1
Tconv	SYAP1	0.2688328175055425	-0.019957993402255014	0.307	0.323	1
Tconv	ERO1B	0.2695841612920109	0.039605247794095355	0.146	0.139	1
Tconv	CLEC2D	0.2753362085759773	0.020563602322939634	0.462	0.467	1
Tconv	LNPEP	0.2776704104711215	0.0025361252449964122	0.234	0.254	1
Tconv	HMGN3	0.2782586649886917	0.027372092619290828	0.174	0.166	1
Tconv	H2AFX	0.2785444149001769	0.03195949705809564	0.292	0.287	1
Tconv	DDX5	0.28161940791157014	0.0013093476125258796	0.982	0.976	1
Tconv	DCP2	0.282304530715272	0.023557423537717698	0.13	0.122	1
Tconv	MTR	0.28330281609853647	-0.003111507085735654	0.116	0.128	1
Tconv	MDFIC	0.28363861733159657	-0.0034734619526889943	0.204	0.223	1
Tconv	IRF2BP2	0.2846599681931758	0.032230098958845044	0.307	0.302	1
Tconv	LBR	0.28709606798383375	-0.003795165778589682	0.18	0.196	1
Tconv	TRIM22	0.28736531471200566	0.011967959539688905	0.094	0.105	1
Tconv	SPTY2D1	0.28991230069228063	0.035431193977817466	0.277	0.273	1
Tconv	TMEM70	0.2915143245501676	0.02321026290100453	0.104	0.097	1
Tconv	ATXN1	0.2921472828706404	0.022118662510696663	0.129	0.121	1
Tconv	PCNX1	0.2942763235800292	0.007928909280380397	0.145	0.16	1
Tconv	TRAM1	0.2945070254050578	-0.005343067073799113	0.244	0.259	1
Tconv	SPCS3	0.29503149191149697	-0.014621939756610858	0.266	0.279	1
Tconv	TRMT112	0.29531632322755497	0.01944888113496762	0.334	0.324	1
Tconv	CLTB	0.2963394383840551	-0.007860044651405773	0.17	0.182	1
Tconv	RGS2	0.2967131119295192	0.11846139122978039	0.404	0.4	1
Tconv	WTAP	0.2973961365520308	0.033005839506318635	0.216	0.211	1
Tconv	TKT	0.2991043604418736	0.032869644043932555	0.134	0.128	1
Tconv	KIAA0040	0.2999069247425831	0.026861269464380305	0.112	0.105	1
Tconv	RRP1B	0.30034062070799206	0.00745022007159607	0.123	0.136	1
Tconv	COMMD8	0.3036162921412786	0.03301669370379076	0.129	0.123	1
Tconv	RILPL2	0.3062562778865992	0.04059592124605049	0.232	0.23	1
Tconv	ZC3H13	0.3089186119249908	-0.005711271974386201	0.235	0.25	1
Tconv	SSR3	0.3092878262970947	-0.012715872831638053	0.248	0.262	1
Tconv	APBB1IP	0.3098926540414301	0.016501108773451234	0.362	0.405	1
Tconv	ETS1	0.31068433299312037	0.02518580012324312	0.477	0.482	1
Tconv	NIN	0.3112416525868125	0.02551804443661533	0.105	0.099	1
Tconv	MAP2K1	0.31171949984791864	0.03184561874101685	0.116	0.11	1
Tconv	CREBRF	0.31616720730962694	0.02436764262461355	0.269	0.262	1
Tconv	C1orf162	0.31765319709776957	0.011518911583345531	0.096	0.106	1
Tconv	RHOF	0.31903643690253297	0.022642128079208707	0.153	0.146	1
Tconv	VSIR	0.31943428054037215	-0.008677338522734002	0.196	0.209	1
Tconv	ISCA1	0.3209457506295624	0.0204125213705853	0.156	0.149	1
Tconv	DDX3X	0.3233754800043114	0.0336599909844395	0.393	0.399	1
Tconv	SPEN	0.3239441044451309	0.0267341875293724	0.199	0.191	1
Tconv	APOL6	0.32724917078443083	-0.003172243453476553	0.196	0.21	1
Tconv	ATRX	0.32735836104181726	-0.01703934166170329	0.429	0.442	1
Tconv	PKN1	0.32979830856016823	0.011755451394665356	0.115	0.126	1
Tconv	CD84	0.3336513613549002	-1.8885577783689378e-4	0.15	0.163	1
Tconv	ELL2	0.33614506043368475	0.02116776422768829	0.152	0.144	1
Tconv	RBM38	0.33669621681554285	0.020498132311715878	0.16	0.153	1
Tconv	PARP14	0.3379131069485191	-0.023725730634116537	0.23	0.242	1
Tconv	C1QBP	0.3416867417716486	0.0058017677495727504	0.205	0.221	1
Tconv	NFKBIZ	0.3420069783498089	0.014903518307734176	0.383	0.404	1
Tconv	EIF1B	0.3427770043377077	-4.890592414284467e-4	0.335	0.355	1
Tconv	MAP3K2	0.3440694056187267	0.030510793128832425	0.24	0.234	1
Tconv	NCK2	0.3448238596035869	-0.008125962114238106	0.248	0.263	1
Tconv	PHTF2	0.3449190926640562	0.013623815395724131	0.161	0.176	1
Tconv	SMC3	0.34545473194971893	0.0034295800228876794	0.239	0.257	1
Tconv	NFATC2	0.34878463761994166	0.04035562510636023	0.141	0.137	1
Tconv	PTEN	0.34908117583944936	0.005351778445608496	0.125	0.136	1
Tconv	C4orf48	0.35068654415850453	0.026506106626104697	0.161	0.153	1
Tconv	LAT	0.35205677306869465	0.018380436106769482	0.261	0.287	1
Tconv	PHF1	0.3537031090404934	-0.006009059135016592	0.155	0.165	1
Tconv	PPIB	0.3545499667216793	-0.04835452491247716	0.546	0.528	1
Tconv	ATP6AP2	0.3568938105928617	0.005281199828351568	0.233	0.251	1
Tconv	NFIC	0.35888936113299535	-0.0018598334600427036	0.1	0.109	1
Tconv	ISCU	0.35959640817222066	-0.011247045472114359	0.315	0.328	1
Tconv	CENPC	0.3626891050034371	-0.005774577425256999	0.23	0.244	1
Tconv	ZEB1	0.3635087309113075	0.03324491931916598	0.111	0.106	1
Tconv	TP53INP1	0.3683497964752397	0.0031335288899957403	0.147	0.137	1
Tconv	NUB1	0.36911790250161064	-0.0012693833656156062	0.173	0.185	1
Tconv	SEPHS2	0.3692849483366345	0.010914920983263299	0.108	0.101	1
Tconv	PRKCQ	0.37090381329305416	0.010495084713239344	0.134	0.146	1
Tconv	AC020571.1	0.3748535129865611	0.04508875491712405	0.169	0.166	1
Tconv	TMPO	0.3751748354337567	0.01922576939336912	0.129	0.123	1
Tconv	MORC3	0.37627611228238905	0.03173558631367637	0.12	0.116	1
Tconv	DNAJC8	0.3770701274597336	0.0035208075169528286	0.224	0.241	1
Tconv	TPR	0.3773850458183867	0.01044501712198076	0.386	0.382	1
Tconv	MARCKSL1	0.37791964358845204	0.007781110211865838	0.211	0.2	1
Tconv	CTSS	0.37822195422324234	-0.006174322317009678	0.094	0.102	1
Tconv	LPXN	0.37878522177129986	0.04468439897426377	0.184	0.182	1
Tconv	HNRNPDL	0.3802131538530006	-6.711537130563716e-4	0.534	0.556	1
Tconv	SPTBN1	0.38058507007155057	-0.017774214701302693	0.135	0.143	1
Tconv	DOCK10	0.38117893732899183	0.0247856708453702	0.228	0.252	1
Tconv	WDR33	0.3870912910826859	-2.67683866953361e-4	0.113	0.122	1
Tconv	NR3C1	0.3882779385060616	0.04209077254630317	0.267	0.265	1
Tconv	RPL22	0.38871525569528304	-0.011006948072085798	0.714	0.744	1
Tconv	GPR155	0.39011447754793366	0.003151224965674604	0.14	0.151	1
Tconv	CSK	0.39526706529593203	0.03381038889944463	0.184	0.182	1
Tconv	SIRT1	0.3971644992052699	0.020742552498930228	0.12	0.115	1
Tconv	TAP1	0.3987965026517136	-0.023216212590035423	0.208	0.217	1
Tconv	PSMB9	0.40092312977125993	-0.0360210908500036	0.391	0.403	1
Tconv	TBCC	0.4049242870777149	0.0028342961310506287	0.185	0.199	1
Tconv	MANF	0.40597559349050877	0.012242697257013935	0.201	0.191	1
Tconv	RAP2B	0.4062911047001417	0.027048982674978295	0.16	0.155	1
Tconv	ZPR1	0.4144341745501174	0.03320932126406026	0.13	0.127	1
Tconv	TSPYL2	0.41637194244398346	0.011774781063237316	0.217	0.233	1
Tconv	ATF3	0.4178550181817902	-0.002343401278257773	0.153	0.144	1
Tconv	IFI27	0.41917040479253287	-0.026301874476280684	0.109	0.116	1
Tconv	ARHGAP25	0.42705175053628	0.0032068934044677255	0.095	0.103	1
Tconv	FTH1	0.42755711844872385	-0.01726659868485725	0.767	0.761	1
Tconv	ABLIM1	0.42932251275830086	-0.004442742911041908	0.173	0.183	1
Tconv	WDR43	0.42988218393649175	-0.0010306076625473115	0.129	0.139	1
Tconv	CDK6	0.4302441954402483	0.028464162541619903	0.15	0.145	1
Tconv	RPN2	0.43215173163329496	-0.0022639425785914713	0.193	0.203	1
Tconv	CCDC107	0.4332650950665935	0.018187047023810937	0.186	0.181	1
Tconv	CAMK4	0.43455837127461977	0.03675702488557184	0.129	0.126	1
Tconv	KLF12	0.4369399701593907	0.017142031889367	0.153	0.166	1
Tconv	PABPC4	0.4374698624446374	-0.01222863572701477	0.196	0.204	1
Tconv	DOCK11	0.4384478433751485	0.008404295483102564	0.111	0.12	1
Tconv	THEMIS	0.438722515152166	0.0325314538079286	0.176	0.174	1
Tconv	JADE1	0.4392496754960838	0.008064759343131583	0.124	0.134	1
Tconv	CYTIP	0.4395498033210996	0.022564791898399772	0.64	0.648	1
Tconv	MLLT3	0.4401911052420528	0.0029145368532599303	0.106	0.115	1
Tconv	FOXP1	0.4410184084658364	-0.015043501817381455	0.444	0.459	1
Tconv	RPL39	0.44240025796935717	0.10574896399969358	0.672	0.712	1
Tconv	CNPY3	0.442875479305472	0.016971863502772855	0.107	0.103	1
Tconv	MSL3	0.4441527016502004	0.005536462964322253	0.117	0.127	1
Tconv	SNRPN	0.4464241638337117	0.005350665187765086	0.158	0.169	1
Tconv	RNF167	0.4469401720280564	0.008906864656053837	0.128	0.138	1
Tconv	SH3KBP1	0.4485505961550947	0.009159267029454465	0.342	0.335	1
Tconv	CDK17	0.4513089407358313	0.032096960890116336	0.101	0.098	1
Tconv	NBDY	0.45747904905933745	0.013367663254315959	0.139	0.15	1
Tconv	PBX4	0.4576061797289731	0.010729758237531056	0.103	0.112	1
Tconv	TRBC1	0.45975415607327014	-0.007812700468685652	0.57	0.59	1
Tconv	TMC8	0.4625072234548483	0.0279973779121494	0.205	0.204	1
Tconv	ST3GAL1	0.4625595403999589	0.03031115953259944	0.207	0.206	1
Tconv	ATOX1	0.46637162065153703	0.02871729290471403	0.111	0.107	1
Tconv	JARID2	0.46697899573006885	-0.0019488892183608109	0.136	0.145	1
Tconv	RBM8A	0.46902912108270084	0.02544130868753175	0.326	0.327	1
Tconv	RBM33	0.47269059012873593	0.009912399414038653	0.189	0.182	1
Tconv	GRAP2	0.4758743802840298	0.030083376838478323	0.109	0.106	1
Tconv	ITGB2	0.47597218629123494	0.012895109118094217	0.244	0.264	1
Tconv	ZNRD1	0.47603153448687563	0.03544525057953585	0.206	0.207	1
Tconv	ZNF292	0.4761473156995533	-0.0032585873525203257	0.306	0.321	1
Tconv	GLIPR1	0.4768820968595296	-0.026169125647027225	0.42	0.438	1
Tconv	ETNK1	0.4772757528676765	0.010281349297439069	0.13	0.124	1
Tconv	MAPK1	0.47885412063044974	0.020919967172601805	0.131	0.127	1
Tconv	PTGER2	0.47978175056550326	0.023918741754662715	0.14	0.136	1
Tconv	LYAR	0.48413549780501197	0.03994397761608126	0.154	0.151	1
Tconv	IFI27L2	0.48850158251202364	0.002970567149520792	0.165	0.175	1
Tconv	CYBC1	0.48990837052673764	-0.0028515744068356164	0.117	0.124	1
Tconv	SSR4	0.492176769826964	-0.035792005684226025	0.764	0.697	1
Tconv	TOR1AIP1	0.49279263287296254	0.021538557040116563	0.115	0.111	1
Tconv	LAMP1	0.49735172792330345	0.015915633818870456	0.192	0.186	1
Tconv	CCDC82	0.49897690650192816	0.005169291957891592	0.113	0.121	1
Tconv	MAT2A	0.5028935702198172	0.035338171587260936	0.301	0.303	1
Tconv	CD4	0.5032951112588486	0.04147699468689736	0.229	0.235	1
Tconv	SNAPC1	0.5051786516551076	0.009334569629067618	0.12	0.129	1
Tconv	SYNE1	0.5085289382266076	0.022036523700701804	0.139	0.136	1
Tconv	NHP2	0.5113694690790985	0.0029096204445000773	0.165	0.174	1
Tconv	CDC42SE2	0.5122607865421228	0.01376217453505664	0.102	0.098	1
Tconv	GBP4	0.5124601538559299	-0.0015575248522679275	0.098	0.104	1
Tconv	DBI	0.5125181455959531	-0.028829653465584748	0.382	0.386	1
Tconv	FAM111A	0.5230695120017427	0.023279427587541812	0.114	0.111	1
Tconv	ACTR3	0.5236447890207696	0.017123876079260025	0.478	0.473	1
Tconv	CD53	0.5269895007168739	-0.01329554146215961	0.513	0.535	1
Tconv	CD2AP	0.5273363011894673	-0.005549007807413214	0.1	0.105	1
Tconv	GABPB1-AS1	0.5280126182198184	0.02429005485309929	0.152	0.149	1
Tconv	RECQL	0.529390960401676	0.04434565785596983	0.111	0.11	1
Tconv	LIMS1	0.5294969317172467	0.032397660717219945	0.339	0.346	1
Tconv	TOPORS	0.5301657289370953	0.01876811669223699	0.257	0.253	1
Tconv	PFN1	0.5306193856679624	-0.0012757536886514043	0.803	0.783	1
Tconv	KIAA1551	0.5307876122647351	0.019198168823970296	0.228	0.245	1
Tconv	GPR65	0.5312420466593903	0.011704193478801028	0.332	0.335	1
Tconv	UBE2S	0.5378846434215512	0.014902366505365139	0.45	0.448	1
Tconv	NAP1L4	0.5433917269478357	-9.573702297029363e-4	0.292	0.305	1
Tconv	TMEM131L	0.5443426179269306	0.01168028789332931	0.111	0.119	1
Tconv	HNRNPA2B1	0.5445471224637443	-0.002866709902912712	0.532	0.517	1
Tconv	JMY	0.5482019856959057	0.007629971988472983	0.182	0.193	1
Tconv	YBX1	0.5492469771487347	-0.012019668577119447	0.743	0.711	1
Tconv	PCF11	0.550941793866017	-0.002655641821531496	0.277	0.289	1
Tconv	ATP2A3	0.5513693488148499	0.008003065667960718	0.126	0.122	1
Tconv	PARP1	0.5538974423550385	0.004435518976014685	0.213	0.224	1
Tconv	DOCK2	0.5585556277869266	0.03134895402590798	0.215	0.217	1
Tconv	STIM2	0.5599273319771798	0.014979834357358363	0.133	0.143	1
Tconv	UTRN	0.560748095199022	-0.0013265392408613463	0.318	0.331	1
Tconv	LPP	0.5622670011787909	-0.01102161943703564	0.134	0.14	1
Tconv	ATP6V1F	0.5670669379239945	0.02114924224536424	0.238	0.256	1
Tconv	SUPT16H	0.5671540959812525	0.025549634946248678	0.172	0.17	1
Tconv	TRBC2	0.5674181653493299	0.02257899373705774	0.645	0.661	1
Tconv	TSC22D2	0.5683793619696795	0.01517721879489431	0.198	0.194	1
Tconv	DHRS7	0.5683837947093199	0.0017785715852401962	0.169	0.176	1
Tconv	TAF3	0.5697132937207763	0.010295484862751864	0.144	0.152	1
Tconv	EVL	0.5721891454866622	0.028301606694538295	0.274	0.298	1
Tconv	QKI	0.5733703127167649	0.029428121783258293	0.12	0.119	1
Tconv	SIPA1	0.5764769245744792	0.0366763072233226	0.118	0.117	1
Tconv	INPP4A	0.5783021453193639	0.02595372292989037	0.11	0.108	1
Tconv	VASP	0.5795154441902517	-0.007288905558404002	0.169	0.175	1
Tconv	SNX3	0.5801403250968322	0.035308807754691474	0.257	0.26	1
Tconv	ARHGAP9	0.5825703022026991	0.018056794742415144	0.151	0.162	1
Tconv	RSL1D1	0.5849728756053775	0.023562522793455887	0.309	0.312	1
Tconv	IFT57	0.5861428475772755	-0.00741486642981698	0.096	0.101	1
Tconv	IDI1	0.5866517234647579	0.026108224319263185	0.384	0.385	1
Tconv	GRAMD1A	0.5888981030752927	0.027332964215159156	0.111	0.11	1
Tconv	BCL11B	0.589741250922369	-0.008842204486620986	0.493	0.519	1
Tconv	TUT4	0.5988247236183012	0.015151312255858973	0.12	0.128	1
Tconv	KRT18	0.6012078082234649	0.012377956470455309	0.185	0.18	1
Tconv	TRAF5	0.6015145349972757	0.01564544364981088	0.137	0.145	1
Tconv	SP140L	0.6061427144107071	0.03322817859087296	0.168	0.169	1
Tconv	SPAG9	0.6090862983721064	9.470684018020037e-4	0.137	0.143	1
Tconv	HMGB1	0.6106803354976922	0.02531683939590046	0.704	0.69	1
Tconv	RGS14	0.6117551734794935	0.025185800123243035	0.127	0.126	1
Tconv	MXI1	0.61577670131966	0.013565269100224264	0.116	0.112	1
Tconv	JAK1	0.6188499929054729	0.018399514227344427	0.541	0.552	1
Tconv	ZBTB4	0.6218052188972705	0.027837149444863013	0.107	0.106	1
Tconv	CEBPZ	0.6233231140423312	0.030220095974002326	0.259	0.261	1
Tconv	TRIM38	0.6240459245678414	0.007900406476600896	0.225	0.234	1
Tconv	RCSD1	0.6257315390520746	0.01435617904734926	0.196	0.208	1
Tconv	TERF2IP	0.6268732685278338	0.014438624682979684	0.131	0.139	1
